date,close,dividend
2022-08-09,24.1299991608,0
2022-08-10,25.4500007629,0
2022-08-11,24.5200004578,0
2022-08-12,26.1299991608,0
2022-08-15,27.3500003815,0
2022-08-16,27.0200004578,0
2022-08-17,26.6800003052,0
2022-08-18,26.5,0
2022-08-19,25.7000007629,0
2022-08-22,24.7999992371,0
2022-08-23,25.6499996185,0
2022-08-24,25.7000007629,0
2022-08-25,25.5799999237,0
2022-08-26,24.5400009155,0
2022-08-29,24.1299991608,0
2022-08-30,23.2199993134,0
2022-08-31,22.9200000763,0
2022-09-01,23.1499996185,0
2022-09-02,22.2700004578,0
2022-09-06,22.7700004578,0
2022-09-07,23.9200000763,0
2022-09-08,24.6200008392,0
2022-09-09,25.9300003052,0
2022-09-12,26.5400009155,0
2022-09-13,24.9300003052,0
2022-09-14,26.25,0
2022-09-15,26.3999996185,0
2022-09-16,26.3199996948,0
2022-09-19,27.0699996948,0
2022-09-20,27,0.015
2022-09-21,25.9699993134,0
2022-09-22,24.3799991608,0
2022-09-23,22.7000007629,0
2022-09-26,22.7800006866,0
2022-09-27,23.6399993896,0
2022-09-28,24.2199993134,0
2022-09-29,21.7800006866,0
2022-09-30,21.3899993896,0
2022-10-03,18.6200008392,0
2022-10-04,19.4699993134,0
2022-10-05,18.3799991608,0
2022-10-06,18.1100006104,0
2022-10-07,16.3799991608,0
2022-10-10,16.3400001526,0
2022-10-11,15.6300001144,0
2022-10-12,15.720000267,0
2022-10-13,16.2000007629,0
2022-10-14,14.3599996567,0
2022-10-17,15.8699998856,0
2022-10-18,15.9600000381,0
2022-10-19,16.1900005341,0
2022-10-20,14.5399999619,0
2022-10-21,15.279999733,0
2022-10-24,14.9399995804,0
2022-10-25,16.1000003815,0
2022-10-26,16.3500003815,0
2022-10-27,16.3999996185,0
2022-10-28,16.7600002289,0
2022-10-31,16.6499996185,0
2022-11-01,16.6800003052,0
2022-11-02,15.2600002289,0
2022-11-03,15.2899999619,0
2022-11-04,14.4600000381,0
2022-11-07,13.3699998856,0
2022-11-08,12.779999733,0
2022-11-09,11.3999996185,0
2022-11-10,12.6599998474,0
2022-11-11,13.1499996185,0
2022-11-14,12.6700000763,0
2022-11-15,13.0100002289,0
2022-11-16,12.2600002289,0
2022-11-17,11.8800001144,0
2022-11-18,11.5799999237,0
2022-11-21,10.3999996185,0
2022-11-22,10.5699996948,0
2022-11-23,11.8199996948,0
2022-11-25,11.779999733,0
2022-11-28,11.779999733,0
2022-11-29,11.5799999237,0
2022-11-30,12.8800001144,0
2022-12-01,12.9099998474,0
2022-12-02,12.9099998474,0
2022-12-05,11.6800003052,0
2022-12-06,11.4300003052,0
2022-12-07,10.8699998856,0
2022-12-08,10.779999733,0.036
2022-12-09,11.2899999619,0
2022-12-12,10.220000267,0
2022-12-13,9.60000038147,0
2022-12-14,9.22000026703,0
2022-12-15,9.31000041962,0
2022-12-16,8.63000011444,0
2022-12-19,8.59000015259,0
2022-12-20,7.51000022888,0.048
2022-12-21,7.48999977112,0
2022-12-22,6.48999977112,0
2022-12-23,6.30999994278,0
2022-12-27,5.23000001907,0
2022-12-28,5.48000001907,0
2022-12-29,6.15000009537,0
2022-12-30,6.25,0
2023-01-03,5.09000015259,0
2023-01-04,5.48000001907,0
2023-01-05,5.25,0
2023-01-06,5.44000005722,0
2023-01-09,5.92000007629,0
2023-01-10,5.86000013351,0
2023-01-11,6.17000007629,0
2023-01-12,6.19000005722,0
