date,close,dividend
2020-10-13,121.050003052,0
2020-10-14,119.970001221,0
2020-10-15,119.107002258,0
2020-10-16,118.5,0
2020-10-19,116.449996948,0
2020-10-20,116.88999939,0
2020-10-21,117.040000916,0
2020-10-22,116.720001221,0
2020-10-23,117,0
2020-10-26,115.180000305,0
2020-10-27,116.089996338,0
2020-10-28,111.690002441,0
2020-10-29,113.510002136,0
2020-10-30,110.86000061,0
2020-11-02,110.900001526,0
2020-11-03,113.430999756,0
2020-11-04,117.790000916,0
2020-11-05,120.919998169,0
2020-11-06,121,0
2020-11-09,118.5,0
2020-11-10,116.317001343,0
2020-11-11,119.11000061,0
2020-11-12,118.419998169,0
2020-11-13,119.550003052,0
2020-11-16,120.069999695,0
2020-11-17,120.059997559,0
2020-11-18,119.547996521,0
2020-11-19,120.129997253,0
2020-11-20,119.38999939,0
2020-11-23,119.300003052,0
2020-11-24,121.040000916,0
2020-11-25,121.71900177,0
2020-11-27,122.75,0
2020-11-30,123.010002136,0
2020-12-01,124.720001221,0
2020-12-02,124.839996338,0
2020-12-03,125.019996643,0
2020-12-04,125.449996948,0
2020-12-07,125.830001831,0
2020-12-08,126.605003357,0
2020-12-09,123.849998474,0
2020-12-10,124.260002136,0
2020-12-11,123.970001221,0
2020-12-14,124.88999939,0
2020-12-15,126.230003357,0
2020-12-16,126.910003662,0
2020-12-17,127.760002136,0
2020-12-18,127.430000305,0
2020-12-21,126.88999939,0.206
2020-12-22,127.239997864,0
2020-12-23,126.660003662,0
2020-12-24,127.190002441,0
2020-12-28,128.479995728,0
2020-12-29,128.630004883,0
2020-12-30,128.529998779,0
2020-12-31,128.910003662,0
2021-01-04,127.080001831,0
2021-01-05,128.095001221,0
2021-01-06,126.330001831,0
2021-01-07,129.460006714,0
2021-01-08,131.13999939,0
2021-01-11,129.179992676,0
2021-01-12,129.13999939,0
2021-01-13,129.839996338,0
2021-01-14,129.13999939,0
2021-01-15,128.100006104,0
2021-01-19,130.029998779,0
2021-01-20,133.070007324,0
2021-01-21,134.149993896,0
2021-01-22,133.779998779,0
2021-01-25,134.630004883,0
2021-01-26,135.039993286,0
2021-01-27,131.449996948,0
2021-01-28,132.080001831,0
2021-01-29,129.369995117,0
2021-02-01,132.539993286,0
2021-02-02,134.714996338,0
2021-02-03,134.220001221,0
2021-02-04,135.649993896,0
2021-02-05,136.190002441,0
2021-02-08,137.039993286,0
2021-02-09,137.009994507,0
2021-02-10,136.669998169,0
2021-02-11,137.438995361,0
2021-02-12,138.289993286,0
2021-02-16,137.910003662,0
2021-02-17,137.229995728,0
2021-02-18,136.649993896,0
2021-02-19,135.960006714,0
2021-02-22,132.550003052,0
2021-02-23,132.160003662,0
2021-02-24,133.240005493,0
2021-02-25,128.529998779,0
2021-02-26,129.720001221,0
2021-03-01,132.960006714,0
2021-03-02,130.800003052,0
2021-03-03,127.050003052,0
2021-03-04,124.910003662,0
2021-03-05,126.980003357,0
2021-03-08,123.25,0
2021-03-09,128.240005493,0
2021-03-10,127.699996948,0
2021-03-11,130.779998779,0
2021-03-12,129.619995117,0
2021-03-15,131.039993286,0
2021-03-16,131.729995728,0
2021-03-17,132.259994507,0
2021-03-18,128.270004272,0
2021-03-19,128.779998779,0
2021-03-22,130.979995728,0.157
2021-03-23,130.300003052,0
2021-03-24,128.199996948,0
2021-03-25,127.980003357,0
2021-03-26,129.940002441,0
2021-03-29,129.660003662,0
2021-03-30,129.210006714,0
2021-03-31,131.220001221,0
2021-04-01,133.38999939,0
2021-04-05,136.100006104,0
2021-04-06,135.895004272,0
2021-04-07,136.270004272,0
2021-04-08,137.679992676,0
2021-04-09,138.5,0
2021-04-12,138.38999939,0
2021-04-13,139.970001221,0
2021-04-14,138.259994507,0
2021-04-15,140.339996338,0
2021-04-16,140.589996338,0
2021-04-19,139.320007324,0
2021-04-20,138.25,0
2021-04-21,139.399993896,0
2021-04-22,137.839996338,0
2021-04-23,139.5,0
2021-04-26,140.399993896,0
2021-04-27,139.690002441,0
2021-04-28,139.25,0
2021-04-29,139.789993286,0
2021-04-30,138.830001831,0
2021-05-03,138.13999939,0
2021-05-04,135.809997559,0
2021-05-05,135.229995728,0
2021-05-06,136.25,0
2021-05-07,137.429992676,0
2021-05-10,133.940002441,0
2021-05-11,133.75,0
2021-05-12,130.259994507,0
2021-05-13,131.220001221,0
2021-05-14,134.190002441,0
2021-05-17,133.300003052,0
2021-05-18,132.36000061,0
2021-05-19,132.649993896,0
2021-05-20,135.119995117,0
2021-05-21,134.330001831,0
2021-05-24,136.630004883,0
2021-05-25,136.88999939,0
2021-05-26,137.339996338,0
2021-05-27,136.88999939,0
2021-05-28,137.229995728,0
2021-06-01,136.809997559,0
2021-06-02,137.029998779,0
2021-06-03,135.589996338,0
2021-06-04,137.949996948,0
2021-06-07,138.330001831,0
2021-06-08,138.350006104,0
2021-06-09,138.470001221,0
2021-06-10,139.875,0
2021-06-11,140.220001221,0
2021-06-14,141.503005981,0
2021-06-15,140.729995728,0
2021-06-16,140.169998169,0
2021-06-17,141.940002441,0
2021-06-18,140.789993286,0
2021-06-21,141.509994507,0.182
2021-06-22,142.839996338,0
2021-06-23,142.839996338,0
2021-06-24,143.720001221,0
2021-06-25,143.619995117,0
2021-06-28,145.380004883,0
2021-06-29,145.850006104,0
2021-06-30,145.729995728,0
2021-07-01,145.729995728,0
2021-07-02,147.369995117,0
2021-07-06,147.960006714,0
2021-07-07,148.25,0
2021-07-08,147.440002441,0
2021-07-09,148.339996338,0
2021-07-12,148.949996948,0
2021-07-13,148.940002441,0
2021-07-14,149.179992676,0
2021-07-15,148.13999939,0
2021-07-16,146.960006714,0
2021-07-19,145.779998779,0
2021-07-20,147.460006714,0
2021-07-21,148.520004272,0
2021-07-22,149.570007324,0
2021-07-23,151.220001221,0
2021-07-26,151.429992676,0
2021-07-27,149.800003052,0
2021-07-28,150.339996338,0
2021-07-29,150.600006104,0
2021-07-30,149.839996338,0
2021-08-02,149.830001831,0
2021-08-03,150.740005493,0
2021-08-04,150.970001221,0
2021-08-05,151.919998169,0
2021-08-06,151.259994507,0
2021-08-09,151.539993286,0
2021-08-10,150.770004272,0
2021-08-11,150.5,0
2021-08-12,151.050003052,0
2021-08-13,151.570007324,0
2021-08-16,151.649993896,0
2021-08-17,150.309997559,0
2021-08-18,148.869995117,0
2021-08-19,149.570007324,0
2021-08-20,151.119995117,0
2021-08-23,153.36000061,0
2021-08-24,153.869995117,0
2021-08-25,153.960006714,0
2021-08-26,153.070007324,0
2021-08-27,154.529998779,0
2021-08-30,156.279998779,0
2021-08-31,156.130004883,0
2021-09-01,156.410003662,0
2021-09-02,156.350006104,0
2021-09-03,156.820007324,0
2021-09-07,157.039993286,0
2021-09-08,156.509994507,0
2021-09-09,155.960006714,0
2021-09-10,154.800003052,0
2021-09-13,154.679992676,0
2021-09-14,154.240005493,0
2021-09-15,155.36000061,0
2021-09-16,155.470001221,0
2021-09-17,153.669998169,0
2021-09-20,150.399993896,0.166
2021-09-21,150.449996948,0
2021-09-22,151.869995117,0
2021-09-23,153.25,0
2021-09-24,153.440002441,0
2021-09-27,152.220001221,0
2021-09-28,148.050003052,0
2021-09-29,147.669998169,0
2021-09-30,147.11000061,0
2021-10-01,148.029998779,0
2021-10-04,145.009994507,0
2021-10-05,146.880004883,0
2021-10-06,147.880004883,0
2021-10-07,149.179992676,0
2021-10-08,148.449996948,0
2021-10-11,147.320007324,0
2021-10-12,146.820007324,0
2021-10-13,147.949996948,0
2021-10-14,150.690002441,0
2021-10-15,151.660003662,0
2021-10-18,153.169998169,0
2021-10-19,154.259994507,0
2021-10-20,154.11000061,0
2021-10-21,155.080001831,0
2021-10-22,153.759994507,0
2021-10-25,155.350006104,0
2021-10-26,155.770004272,0
2021-10-27,156.210006714,0
2021-10-28,157.910003662,0
2021-10-29,158.75,0
2021-11-01,159.220001221,0
2021-11-02,159.88999939,0
2021-11-03,161.630004883,0
2021-11-04,163.679992676,0
2021-11-05,163.830001831,0
2021-11-08,163.619995117,0
2021-11-09,162.509994507,0
2021-11-10,160.119995117,0
2021-11-11,160.550003052,0
2021-11-12,162.229995728,0
2021-11-15,162.199996948,0
2021-11-16,163.380004883,0
2021-11-17,163.429992676,0
2021-11-18,165.11000061,0
2021-11-19,166.070007324,0
2021-11-22,164.179992676,0
2021-11-23,163.38999939,0
2021-11-24,163.899993896,0
2021-11-26,160.800003052,0
2021-11-29,164.259994507,0
2021-11-30,161.88999939,0
2021-12-01,159.220001221,0
2021-12-02,160.309997559,0
2021-12-03,157.539993286,0
2021-12-06,158.759994507,0
2021-12-07,163.619995117,0
2021-12-08,164.300003052,0
2021-12-09,161.960006714,0
2021-12-10,163.649993896,0
2021-12-13,161.270004272,0
2021-12-14,159.669998169,0
2021-12-15,163.119995117,0
2021-12-16,159.119995117,0
2021-12-17,158.25,0
2021-12-20,156.589996338,0.149
2021-12-21,160,0
2021-12-22,161.960006714,0
2021-12-23,163.25,0
2021-12-27,165.899993896,0
2021-12-28,165.190002441,0
2021-12-29,165.149993896,0
2021-12-30,164.509994507,0
2021-12-31,163.550003052,0
2022-01-03,165.240005493,0
2022-01-04,163.070007324,0
2022-01-05,158.149993896,0
2022-01-06,157.960006714,0
2022-01-07,156.270004272,0
2022-01-10,156.419998169,0
2022-01-11,158.61000061,0
2022-01-12,159.36000061,0
2022-01-13,155.470001221,0
2022-01-14,156.279998779,0
2022-01-18,152.619995117,0
2022-01-19,150.779998779,0
2022-01-20,148.809997559,0
2022-01-21,144.63999939,0
2022-01-24,145.25,0
2022-01-25,141.820007324,0
2022-01-26,141.809997559,0
2022-01-27,140.36000061,0
2022-01-28,144.679992676,0
2022-01-31,149.309997559,0
2022-02-01,150.339996338,0
2022-02-02,151.559997559,0
2022-02-03,145.479995728,0
2022-02-04,147.149993896,0
2022-02-07,146.100006104,0
2022-02-08,147.740005493,0
2022-02-09,150.800003052,0
2022-02-10,147.520004272,0
2022-02-11,142.809997559,0
2022-02-14,142.990005493,0
2022-02-15,146.440002441,0
2022-02-16,146.440002441,0
2022-02-17,142.11000061,0
2022-02-18,140.509994507,0
2022-02-22,139.100006104,0
2022-02-23,135.470001221,0
2022-02-24,139.970001221,0
2022-02-25,142.240005493,0
2022-02-28,142.789993286,0
2022-03-01,140.419998169,0
2022-03-02,142.839996338,0
2022-03-03,140.820007324,0
2022-03-04,138.779998779,0
2022-03-07,133.649993896,0
2022-03-08,133.039993286,0
2022-03-09,137.710006714,0
2022-03-10,136.279998779,0
2022-03-11,133.479995728,0
2022-03-14,130.919998169,0
2022-03-15,135.020004272,0
2022-03-16,139.919998169,0
2022-03-17,141.649993896,0
2022-03-18,144.580001831,0
2022-03-21,144.029998779,0.194
2022-03-22,146.820007324,0
2022-03-23,144.729995728,0
2022-03-24,147.880004883,0
2022-03-25,147.820007324,0
2022-03-28,150.029998779,0
2022-03-29,152.669998169,0
2022-03-30,151.050003052,0
2022-03-31,148.970001221,0
2022-04-01,148.839996338,0
2022-04-04,151.869995117,0
2022-04-05,148.520004272,0
2022-04-06,145.240005493,0
2022-04-07,145.619995117,0
2022-04-08,143.660003662,0
2022-04-11,140.339996338,0
2022-04-12,139.630004883,0
2022-04-13,142.470001221,0
2022-04-14,139.210006714,0
2022-04-18,139.38999939,0
2022-04-19,142.410003662,0
2022-04-20,140.36000061,0
2022-04-21,137.509994507,0
2022-04-22,133.850006104,0
2022-04-25,135.600006104,0
2022-04-26,130.490005493,0
2022-04-27,130.36000061,0
2022-04-28,134.949996948,0
2022-04-29,128.940002441,0
2022-05-02,131.059997559,0
2022-05-03,131.240005493,0
2022-05-04,135.63999939,0
2022-05-05,128.990005493,0
2022-05-06,127.269996643,0
2022-05-09,122.379997253,0
2022-05-10,123.809997559,0
2022-05-11,120.11000061,0
2022-05-12,119.830001831,0
2022-05-13,124.089996338,0
2022-05-16,122.86000061,0
2022-05-17,125.989997864,0
2022-05-18,119.879997253,0
2022-05-19,119.099998474,0
2022-05-20,118.779998779,0
2022-05-23,120.690002441,0
2022-05-24,118.169998169,0
2022-05-25,119.809997559,0
2022-05-26,123.13999939,0
2022-05-27,127.190002441,0
2022-05-31,126.940002441,0
2022-06-01,125.870002747,0
2022-06-02,129.36000061,0
2022-06-03,125.910003662,0
2022-06-06,126.5,0
2022-06-07,127.470001221,0
2022-06-08,126.540000916,0
2022-06-09,123.209999084,0
2022-06-10,118.809997559,0
2022-06-13,113.419998169,0
2022-06-14,113.589996338,0
2022-06-15,116.400001526,0
2022-06-16,111.720001221,0
2022-06-17,113,0
2022-06-21,115.620002747,0.205
2022-06-22,115.480003357,0
2022-06-23,117.169998169,0
2022-06-24,121.410003662,0
2022-06-27,120.300003052,0
2022-06-28,116.669998169,0
2022-06-29,116.779998779,0
2022-06-30,115.199996948,0
2022-07-01,116.059997559,0
2022-07-05,118.010002136,0
2022-07-06,118.760002136,0
2022-07-07,121.330001831,0
2022-07-08,121.459999084,0
2022-07-11,118.870002747,0
2022-07-12,117.75,0
2022-07-13,117.559997559,0
2022-07-14,117.959999084,0
2022-07-15,120.010002136,0
2022-07-18,119.040000916,0
2022-07-19,122.63999939,0
2022-07-20,124.660003662,0
2022-07-21,126.449996948,0
2022-07-22,124.269996643,0
2022-07-25,123.580001831,0
2022-07-26,121.13999939,0
2022-07-27,126.25,0
2022-07-28,127.470001221,0
2022-07-29,129.789993286,0
2022-08-01,129.729995728,0
2022-08-02,129.289993286,0
2022-08-03,132.729995728,0
2022-08-04,133.5,0
2022-08-05,132.399993896,0
2022-08-08,131.949996948,0
2022-08-09,130.449996948,0
2022-08-10,134.029998779,0
2022-08-11,133.380004883,0
2022-08-12,135.960006714,0
2022-08-15,137.020004272,0
2022-08-16,136.779998779,0
2022-08-17,135.160003662,0
2022-08-18,135.470001221,0
2022-08-19,132.820007324,0
2022-08-22,129.380004883,0
2022-08-23,129.25,0
2022-08-24,129.550003052,0
2022-08-25,131.899993896,0
2022-08-26,126.529998779,0
2022-08-29,125.230003357,0
2022-08-30,123.849998474,0
2022-08-31,123.220001221,0
2022-09-01,123.169998169,0
2022-09-02,121.510002136,0
2022-09-06,120.61000061,0
2022-09-07,123.010002136,0
2022-09-08,123.620002747,0
2022-09-09,126.25,0
2022-09-12,127.809997559,0
2022-09-13,120.839996338,0
2022-09-14,121.819999695,0
2022-09-15,119.75,0
2022-09-16,118.930000305,0
2022-09-19,119.730003357,0.245
2022-09-20,118.760002136,0
2022-09-21,116.629997253,0
2022-09-22,115.199996948,0
2022-09-23,113.400001526,0
2022-09-26,112.720001221,0
2022-09-27,112.919998169,0
2022-09-28,115.209999084,0
2022-09-29,111.940002441,0
2022-09-30,109.949996948,0
2022-10-03,112.529998779,0
2022-10-04,116.089996338,0
2022-10-05,115.959999084,0
2022-10-06,115.120002747,0
2022-10-07,110.669998169,0
2022-10-10,109.540000916,0
2022-10-11,108.160003662,0
2022-10-12,108.11000061,0
2022-10-13,110.559997559,0
2022-10-14,107.279998779,0
2022-10-17,110.739997864,0
2022-10-18,111.720001221,0
2022-10-19,111.300003052,0
2022-10-20,110.669998169,0
2022-10-21,113.330001831,0
2022-10-24,114.569999695,0
2022-10-25,116.879997253,0
2022-10-26,114.300003052,0
2022-10-27,112.209999084,0
2022-10-28,115.680000305,0
2022-10-31,114.349998474,0
2022-11-01,113.169998169,0
2022-11-02,109.339996338,0
2022-11-03,107.209999084,0
2022-11-04,108.839996338,0
2022-11-07,110.059997559,0
2022-11-08,110.879997253,0
2022-11-09,108.339996338,0
2022-11-10,116.239997864,0
2022-11-11,118.459999084,0
2022-11-14,117.419998169,0
2022-11-15,119.050003052,0
2022-11-16,117.400001526,0
2022-11-17,117.169998169,0
2022-11-18,117.290000916,0
2022-11-21,115.980003357,0
2022-11-22,117.589996338,0
2022-11-23,118.900001526,0
2022-11-25,118.040000916,0
2022-11-28,116.279998779,0
2022-11-29,115.459999084,0
2022-11-30,120.739997864,0
2022-12-01,120.86000061,0
2022-12-02,120.349998474,0
2022-12-05,118.38999939,0
2022-12-06,116.029998779,0
2022-12-07,115.38999939,0
2022-12-08,116.739997864,0
2022-12-09,116.069999695,0
2022-12-12,117.470001221,0
2022-12-13,118.779998779,0
2022-12-14,117.769996643,0
2022-12-15,114,0
2022-12-16,112.86000061,0
2022-12-19,111.010002136,0.27
2022-12-20,110.88999939,0
2022-12-21,112.5,0
2022-12-22,109.790000916,0
2022-12-23,110.029998779,0
2022-12-27,108.38999939,0
2022-12-28,107,0
2022-12-29,109.650001526,0
2022-12-30,109.529998779,0
2023-01-03,108.75,0
2023-01-04,109.309997559,0
2023-01-05,107.699996948,0
2023-01-06,110.540000916,0
2023-01-09,111.339996338,0
2023-01-10,112.269996643,0
2023-01-11,114.239997864,0
2023-01-12,114.809997559,0
2023-01-13,115.599998474,0
2023-01-17,115.839996338,0
2023-01-18,114.319999695,0
2023-01-19,113.199996948,0
2023-01-20,116.309997559,0
2023-01-23,118.86000061,0
2023-01-24,118.63999939,0
2023-01-25,118.38999939,0
2023-01-26,120.690002441,0
2023-01-27,121.870002747,0
2023-01-30,119.38999939,0
2023-01-31,121.220001221,0
2023-02-01,123.819999695,0
2023-02-02,128.199996948,0
2023-02-03,125.989997864,0
2023-02-06,124.870002747,0
2023-02-07,127.489997864,0
2023-02-08,125.220001221,0
2023-02-09,124.129997253,0
2023-02-10,123.319999695,0
2023-02-13,125.309997559,0
2023-02-14,126.209999084,0
2023-02-15,127.180000305,0
2023-02-16,124.790000916,0
2023-02-17,123.900001526,0
2023-02-21,121.010002136,0
2023-02-22,121.019996643,0
2023-02-23,122.080001831,0
2023-02-24,120.050003052,0
2023-02-27,120.930000305,0
2023-02-28,120.790000916,0
2023-03-01,119.779998779,0
2023-03-02,120.870002747,0
2023-03-03,123.300003052,0
2023-03-06,123.449996948,0
2023-03-07,121.930000305,0
2023-03-08,122.529998779,0
2023-03-09,120.370002747,0
2023-03-10,118.739997864,0
2023-03-13,119.550003052,0
2023-03-14,122.269996643,0
2023-03-15,122.940002441,0
2023-03-16,126.199996948,0
2023-03-17,125.629997253,0
2023-03-20,125.779998779,0.254
2023-03-21,127.61000061,0
2023-03-22,125.849998474,0
2023-03-23,127.410003662,0
2023-03-24,127.86000061,0
2023-03-27,127,0
2023-03-28,126.319999695,0
2023-03-29,128.63999939,0
2023-03-30,129.839996338,0
2023-03-31,132.009994507,0
2023-04-03,131.660003662,0
2023-04-04,131.229995728,0
2023-04-05,129.880004883,0
2023-04-06,130.809997559,0
2023-04-10,130.720001221,0
2023-04-11,129.869995117,0
2023-04-12,128.710006714,0
2023-04-13,131.300003052,0
2023-04-14,131.039993286,0
2023-04-17,131.13999939,0
2023-04-18,131.11000061,0
2023-04-19,131.11000061,0
2023-04-20,130.070007324,0
2023-04-21,130.190002441,0
2023-04-24,129.949996948,0
2023-04-25,127.480003357,0
2023-04-26,128.229995728,0
2023-04-27,131.740005493,0
2023-04-28,132.679992676,0
2023-05-01,132.479995728,0
2023-05-02,131.309997559,0
2023-05-03,130.5,0
2023-05-04,130.100006104,0
2023-05-05,132.830001831,0
2023-05-08,133.179992676,0
2023-05-09,132.320007324,0
2023-05-10,133.720001221,0
2023-05-11,134.179992676,0
2023-05-12,133.649993896,0
2023-05-15,134.429992676,0
2023-05-16,134.559997559,0
2023-05-17,136.149993896,0
2023-05-18,138.710006714,0
2023-05-19,138.380004883,0
2023-05-22,138.940002441,0
2023-05-23,137.100006104,0
2023-05-24,136.429992676,0
2023-05-25,139.720001221,0
2023-05-26,143.309997559,0
2023-05-30,143.929992676,0
2023-05-31,143.089996338,0
2023-06-01,144.789993286,0
2023-06-02,145.910003662,0
2023-06-05,145.960006714,0
2023-06-06,145.960006714,0
2023-06-07,143.490005493,0
2023-06-08,145.179992676,0
2023-06-09,145.779998779,0
2023-06-12,148.270004272,0
2023-06-13,149.449996948,0
2023-06-14,150.529998779,0
2023-06-15,152.289993286,0
2023-06-16,151.320007324,0
2023-06-20,150.949996948,0.217
2023-06-21,148.960006714,0
2023-06-22,150.63999939,0
2023-06-23,149.119995117,0
2023-06-26,147.199996948,0
2023-06-27,149.690002441,0
2023-06-28,149.990005493,0
2023-06-29,149.679992676,0
2023-06-30,151.979995728,0
2023-07-03,152.36000061,0
2023-07-05,152.309997559,0
2023-07-06,151.13999939,0
2023-07-07,150.710006714,0
2023-07-10,150.740005493,0
2023-07-11,151.429992676,0
2023-07-12,153.36000061,0
2023-07-13,155.940002441,0
2023-07-14,155.970001221,0
2023-07-17,157.339996338,0
2023-07-18,158.699996948,0
2023-07-19,158.529998779,0
2023-07-20,154.990005493,0
2023-07-21,154.539993286,0
2023-07-24,154.789993286,0
2023-07-25,155.880004883,0
2023-07-26,155.289993286,0
2023-07-27,154.929992676,0
2023-07-28,157.729995728,0
2023-07-31,157.929992676,0
2023-08-01,157.490005493,0
2023-08-02,154.029998779,0
2023-08-03,153.740005493,0
2023-08-04,153.059997559,0
2023-08-07,154.320007324,0
2023-08-08,153.009994507,0
2023-08-09,151.309997559,0
2023-08-10,151.660003662,0
2023-08-11,150.669998169,0
2023-08-14,152.399993896,0
2023-08-15,150.779998779,0
2023-08-16,149.130004883,0
2023-08-17,147.509994507,0
2023-08-18,147.309997559,0
2023-08-21,149.75,0
2023-08-22,149.5,0
2023-08-23,151.899993896,0
2023-08-24,148.580001831,0
2023-08-25,149.809997559,0
2023-08-28,150.949996948,0
2023-08-29,154.149993896,0
